0,9999.999900
0,9999.999900
0,9999.999900
0,9999.999900
0,9999.999900
0,9999.999900
0,9999.999900
0,9999.999900
1,9999.999900
1,9999.999900
1,9999.999900
1,9999.999900
1,9999.999900
1,9999.999900
1,9999.999900
1,9999.999900
2,2.023839
2,2.023839
2,2.023839
2,2.023839
2,2.023839
2,2.023839
2,2.023839
2,2.023839
3,2.023839
3,2.023839
3,2.023839
3,2.023839
3,2.023839
3,2.023839
3,2.023839
3,2.023839
4,2.023839
4,2.023839
4,2.023839
4,2.023839
4,2.023839
4,2.023839
4,2.023839
4,2.023839
5,2.023839
5,2.023839
5,2.023839
5,2.023839
5,2.023839
5,2.023839
5,2.023839
5,2.023839
6,2.023839
6,2.023839
6,2.023839
6,2.023839
6,2.023839
6,2.023839
6,2.023839
6,2.023839
7,2.023839
7,2.023839
7,2.023839
7,2.023839
7,2.023839
7,2.023839
7,2.023839
7,2.023839
8,2.023839
8,2.023839
8,2.023839
8,2.023839
8,2.023839
8,2.023839
8,2.023839
8,2.023839
9,2.023839
9,2.023839
9,2.023839
9,2.023839
9,2.023839
9,2.023839
9,2.023839
9,2.023839
10,2.023839
10,2.023839
10,2.023839
10,2.023839
10,2.023839
10,2.023839
10,2.023839
10,2.023839
11,2.023839
11,2.023839
11,2.023839
11,2.023839
11,2.023839
11,2.023839
11,2.023839
11,2.023839
12,2.023839
12,2.023839
12,2.023839
12,2.023839
12,2.023839
12,2.023839
12,2.023839
12,2.023839
13,2.023839
13,2.023839
13,2.023839
13,2.023839
13,2.023839
13,2.023839
13,2.023839
13,2.023839
14,2.023839
14,2.023839
14,2.023839
14,2.023839
14,2.023839
14,2.023839
14,2.023839
14,2.023839
15,2.023839
15,2.023839
15,2.023839
15,2.023839
15,2.023839
15,2.023839
15,2.023839
15,2.023839
16,2.023839
16,2.023839
16,2.023839
16,2.023839
16,2.023839
16,2.023839
16,2.023839
16,2.023839
17,2.023839
17,2.023839
17,2.023839
17,2.023839
17,2.023839
17,2.023839
17,2.023839
17,2.023839
18,2.023839
18,2.023839
18,2.023839
18,2.023839
18,2.023839
18,2.023839
18,2.023839
18,2.023839
19,2.023839
19,2.023839
19,2.023839
19,2.023839
19,2.023839
19,2.023839
19,2.023839
19,2.023839
20,2.023839
20,2.023839
20,2.023839
20,2.023839
20,2.023839
20,2.023839
20,2.023839
20,2.023839
21,2.023839
21,2.023839
21,2.023839
21,2.023839
21,2.023839
21,2.023839
21,2.023839
21,2.023839
22,2.023839
22,2.023839
22,2.023839
22,2.023839
22,2.023839
22,2.023839
22,2.023839
22,2.023839
23,2.023839
23,2.023839
23,2.023839
23,2.023839
23,2.023839
23,2.023839
23,2.023839
23,2.023839
24,2.023839
24,2.023839
24,2.023839
24,2.023839
24,2.023839
24,2.023839
24,2.023839
24,2.023839
25,2.023839
25,2.023839
25,2.023839
25,2.023839
25,2.023839
25,2.023839
25,2.023839
25,2.023839
26,2.023839
26,2.023839
26,2.023839
26,2.023839
26,2.023839
26,2.023839
26,2.023839
26,2.023839
27,2.023839
27,2.023839
27,2.023839
27,2.023839
27,2.023839
27,2.023839
27,2.023839
27,2.023839
28,2.023839
28,2.023839
28,2.023839
28,2.023839
28,2.023839
28,2.023839
28,2.023839
28,2.023839
29,2.023839
29,2.023839
29,2.023839
29,2.023839
29,2.023839
29,2.023839
29,2.023839
29,2.023839
30,2.023839
30,2.023839
30,2.023839
30,2.023839
30,2.023839
30,2.023839
30,2.023839
30,2.023839
31,2.023839
31,2.023839
31,2.023839
31,2.023839
31,2.023839
31,2.023839
31,2.023839
31,2.023839
32,2.023839
32,2.023839
32,2.023839
32,2.023839
32,2.023839
32,2.023839
32,2.023839
32,2.023839
33,2.023839
33,2.023839
33,2.023839
33,2.023839
33,2.023839
33,2.023839
33,2.023839
33,2.023839
34,2.023839
34,2.023839
34,2.023839
34,2.023839
34,2.023839
34,2.023839
34,2.023839
34,2.023839
35,2.023839
35,2.023839
35,2.023839
35,2.023839
35,2.023839
35,2.023839
35,2.023839
35,2.023839
36,2.023839
36,2.023839
36,2.023839
36,2.023839
36,2.023839
36,2.023839
36,2.023839
36,2.023839
37,2.023839
37,2.023839
37,2.023839
37,2.023839
37,2.023839
37,2.023839
37,2.023839
37,2.023839
38,2.023839
38,2.023839
38,2.023839
38,2.023839
38,2.023839
38,2.023839
38,2.023839
38,2.023839
39,2.023839
39,2.023839
39,2.023839
39,2.023839
39,2.023839
39,2.023839
39,2.023839
39,2.023839
40,2.023839
40,2.023839
40,2.023839
40,2.023839
40,2.023839
40,2.023839
40,2.023839
40,2.023839
41,2.023839
41,2.023839
41,2.023839
41,2.023839
